catID	LG	locus	cM	best_model	best_loglike	epsilon	first_seg_pval	second_seg_pval	next_model	next_loglike
51972	8	51972_x1	37.589	AB	-3.468057932	0	0.7014821	NA	AB_AB	-120.1697411
52134	8	52134_x1	36.512	AB	-3.385457072	0	0.81596828	NA	AB_AB	-117.3412183
52508	8	52508_x1	1.997	AB	-4.317902248	0	0.150527697	NA	AB_AB	-100.4251707
52520	8	52520_x1	37.589	AB	-3.385457072	0	0.81596828	NA	AB_AB	-117.3412183
52842	8	52842_x1	15.177	AB	-4.663060746	0	0.11920519	NA	AB_AB	-117.9323415
52891	8	52891_x1	1.539	AB	-3.860779545	0	0.358834216	NA	AB_AB	-121.2489432
53181	8	53181_x1	52.789	AB	-3.399450473	0	0.690924977	NA	AB_AB	-111.8633678
53224	8	53224_x1	6.013	AB	-3.628041117	0	0.482306288	NA	AB_AB	-116.2108413
53775	8	53775_x1	11.599	AB	-5.233596206	0.017964072	0.102832524	NA	AB_AB	-114.3251073
53904	8	53904_x1	0.71	AB	-3.925057451	0	0.312974211	NA	AB_AB	-117.8808187
54241	8	54241_x1	1.539	AB	-4.365966259	0.01754386	0.318741284	NA	AB_AB	-116.1930149
54322	8	54322_x1	21.178	AB	-4.455888994	0.018072289	0.275714057	NA	AB_AB	-112.8636048
54479	8	54479_x1	8.343	AB	-4.906068011	0	0.094114723	NA	AB_AB	-123.6671926
54768	8	54768_x1	1.539	AB	-4.307917027	0	0.181489874	NA	AB_AB	-115.5177563
55200	8	55200_x1	1.539	AB	-4.936554488	0	0.084543058	NA	AB_AB	-116.8328742
55788	8	55788_x1	6.585	AB	-4.210517141	0	0.221011249	NA	AB_AB	-121.5986808
55972	8	55972_x1	36.097	AB	-3.348858867	0	0.812615565	NA	AB_AB	-113.1857371
56282	8	56282_x1	42.464	AB	-3.79221419	0.017647059	1	NA	AB_AB	-114.9353258
57020	8	57020_x1	6.585	AB	-3.58288212	0	0.468420778	NA	AB_AB	-109.3008775
57035	8	57035_x1	36.378	AB	-3.406509624	0	0.755605875	NA	AB_AB	-116.6757903
57443	8	57443_x1	17.645	AB	-5.358138136	0	0.053432405	NA	AB_AB	-120.6868603
57985	8	57985_x1	21.178	AB	-3.854032945	0	0.356004127	NA	AB_AB	-119.8692356
58744	8	58744_x1	23.601	AB	-3.506860398	0	0.515162503	NA	AB_AB	-107.1654143
58937	8	58937_x1	1.539	AB	-4.370019739	0.018404908	0.307067333	NA	AB_AB	-110.7265707
59023	8	59023_x1	6.585	AB	-3.746779124	0	0.384567151	NA	AB_AB	-113.5836574
59584	8	59584_x1	1.539	AB	-3.942370643	0	0.321573937	NA	AB_AB	-122.0170148
59624	8	59624_x1	34.852	AB	-3.445355214	0	0.698084055	NA	AB_AB	-117.4011164
60669	8	60669_x1	1.539	AB	-4.420920694	0	0.160921846	NA	AB_AB	-117.6902014
60682	8	60682_x1	6.013	AB	-4.210517141	0	0.221011249	NA	AB_AB	-121.5986808
60686	8	60686_x1	23.733	AB	-3.996850442	0	0.266825264	NA	AB_AB	-113.1472482
61340	8	61340_x1	54.792	AB	-3.739472589	0	0.381573445	NA	AB_AB	-112.2033899
61848	8	61848_x1	37.589	AB	-3.430033473	0	0.758421989	NA	AB_AB	-119.4452361
62060	8	62060_x1	54.106	AB	-3.399450473	0	0.690924977	NA	AB_AB	-111.8633678
62112	8	62112_x1	37.381	AB	-24.62415211	0.109803922	0.39978672	NA	AB_AB	-118.0848503
62287	8	62287_x1	46.502	AB	-3.396761519	0	0.939942557	NA	AB_AB	-123.5308471
63108	8	63108_x1	6.585	AB	-4.213288952	0	0.223704968	NA	AB_AB	-122.9744136
63727	8	63727_x1	11.245	AB	-5.192328712	0	0.06614291	NA	AB_AB	-122.5804924
6551	8	6551_x1	36.512	AB	-3.785200452	0	0.322307649	NA	AB_AB	-104.6978324
65962	8	65962_x1	21.178	AB	-4.019112695	0	0.281478442	NA	AB_AB	-120.0343154
67810	8	67810_x1	54.373	AB	-3.370668589	0	0.877066811	NA	AB_AB	-118.0129103
69341	8	69341_x1	27.678	AB	-3.930736751	0	0.315874912	NA	AB_AB	-119.2594589
6992	8	6992_x1	8.343	AB	-4.923222983	0	0.088375808	NA	AB_AB	-119.5654647
70104	8	70104_x1	32.25	AB	-3.50065104	0	0.644542212	NA	AB_AB	-119.5158537
70240	8	70240_x1	1.539	AB	-4.533928407	0	0.147196244	NA	AB_AB	-122.6085726
70583	8	70583_x1	36.512	AB	-3.430033473	0	0.758421989	NA	AB_AB	-119.4452361
70717	8	70717_x1	5.464	AB	-4.533070077	0	0.14954904	NA	AB_AB	-123.9806752
70950	8	70950_x1	4.654	AB	-4.210517141	0	0.221011249	NA	AB_AB	-121.5986808
70951	8	70951_x1	1.539	AB	-3.555734999	0	0.528505683	NA	AB_AB	-114.0790938
72395	8	72395_x1	29.077	AB	-3.834219516	0	0.347293209	NA	AB_AB	-115.7305393
73715	8	73715_x1	3.156	AB	-4.112399833	0	0.249886032	NA	AB_AB	-120.814083
7436	8	7436_x1	13.418	AB	-4.112399833	0	0.249886032	NA	AB_AB	-120.814083
75514	8	75514_x1	0	AA_AB	-8.319719126	0.141176471	0.014612363	NA	AB_AB	-53.81133073
76980	8	76980_x1	27.054	AB	-4.535032745	0	0.14483097	NA	AB_AB	-121.2367159
77847	8	77847_x1	1.689	AB	-3.88829985	0	0.291654451	NA	AB_AB	-108.2333342
77848	8	77848_x1	1.539	AB	-3.930736751	0	0.315874912	NA	AB_AB	-119.2594589
78697	8	78697_x1	6.013	AB	-11.51757048	0.033136095	0.275714057	NA	AB_AB	-123.9972992
79254	8	79254_x1	36.512	AB	-3.39520105	0	0.878500471	NA	AB_AB	-120.7833647
84288	8	84288_x1	1.539	AB	-4.746686214	0.017751479	0.189505272	NA	AB_AB	-115.2058956
84294	8	84294_x1	46.502	AB	-3.138804762	0	0.931201746	NA	AB_AB	-95.12719032
8539	8	8539_x1	6.013	AB	-3.930736751	0	0.315874912	NA	AB_AB	-119.2594589
8739	8	8739_x1	6.585	AB	-4.535032745	0	0.14483097	NA	AB_AB	-121.2367159
9168	8	9168_x1	6.013	AB	-4.089883123	0	0.229657847	NA	AB_AB	-111.1808394
931	8	931_x1	7.184	AB	-4.201112349	0	0.209995187	NA	AB_AB	-116.0974321
10137	9	10137_x1	84.595	AB	-4.651833873	0	0.128126216	NA	AB_AB	-123.4129585
10905	9	10905_x1	23.629	AA_AB	-5.126800159	0.051724138	0.221011249	NA	AB_AB	-59.22050094
10920	9	10920_x1	96.841	AB	-4.420588611	0	0.168483717	NA	AB_AB	-121.8087523
11056	9	11056_x1	120.683	AB	-5.551124416	0	0.041372423	NA	AB_AB	-117.4474442
11156	9	11156_x1	122.2	AB	-5.358138136	0	0.053432405	NA	AB_AB	-120.6868603
11357	9	11357_x1	151.835	AB	-4.095499523	0	0.235582426	NA	AB_AB	-113.9323778
11537	9	11537_x1	95.14	AB	-4.019112695	0	0.281478442	NA	AB_AB	-120.0343154
12347	9	12347_x1	158.604	AB	-3.560318103	0	0.593647461	NA	AB_AB	-121.6349622
12732	9	12732_x1	121.012	AB	-4.923222983	0	0.088375808	NA	AB_AB	-119.5654647
12808	9	12808_x1	133.992	AB	-3.336536647	0	0.811456607	NA	AB_AB	-111.8004539
13241	9	13241_x1	136.036	AB	-4.31058606	0	0.189505272	NA	AB_AB	-119.6393082
13297	9	13297_x1	39.614	AA_AB	-3.849610945	0.017142857	0.820170857	NA	AB_AB	-60.7483865
13371	9	13371_x1	46.958	AB	-3.511516827	0	0.646483345	NA	AB_AB	-120.8996805
14058	9	14058_x1	161.648	AB	-3.489755602	0	0.642568809	NA	AB_AB	-118.1319973
14465	9	14465_x1	156.712	AB	-3.529236698	0	0.587053564	NA	AB_AB	-117.4849979
14473	9	14473_x1	151.646	AB	-4.542110414	0	0.135247922	NA	AB_AB	-115.7519497
1450	9	1450_x1	125.52	AB	-5.052538708	0	0.077420638	NA	AB_AB	-121.7542219
1515	9	1515_x2	27.893	AB_AC	-13.91239372	0.06743738	0.589286936	0.247081972	doubles	-151.9451578
15345	9	15345_x1	162.152	AB	-3.336950115	0	0.937790586	NA	AB_AB	-115.9197503
15634	9	15634_x1	73.371	AB	-6.298829769	0.017857143	0.029951223	NA	AB_AB	-116.0741722
16579	9	16579_x1	140.737	AB	-5.094645904	0	0.068682292	NA	AB_AB	-114.9315242
1754	9	1754_x1	29.265	AA_AB	-6.412418534	0.01734104	0.026730286	NA	AB_AB	-71.5538097
1780	9	1780_x2	9.731	AB_CD	-33.83619935	0.126849894	0.689054273	0.575315484	doubles	-94.99628292
17813	9	17813_x1	72.485	AB	-6.007990786	0	0.025844388	NA	AB_AB	-122.709674
17837	9	17837_x1	42.385	AB	-3.811522625	0.01863354	0.812615565	NA	AB_AB	-108.8008189
17861	9	17861_x1	160.544	AB	-3.321489854	0	0.937790586	NA	AB_AB	-115.2178096
17994	9	17994_x1	111.852	AB	-4.790853822	0	0.102832524	NA	AB_AB	-118.746615
18082	9	18082_x1	149.036	AB	-3.821401765	0	0.341294492	NA	AB_AB	-112.9717995
1822	9	1822_x1	7.444	AA_AB	-4.521703941	0.068965517	0.7014821	NA	AB_AB	-51.98675617
18785	9	18785_x1	135.928	AB	-4.420468209	0	0.165979309	NA	AB_AB	-120.4356709
19717	9	19717_x2	9.731	AB_AC	-15.95467598	0.106666667	0.278612069	0.757026167	doubles	-148.4417514
19974	9	19974_x1	160.433	AB	-3.418296638	0	0.757026167	NA	AB_AB	-118.0605383
21178	9	21178_x1	134.606	AA_BC	-14.02655914	0.098245614	0.080708587	NA	AB_AC	-108.1468526
21350	9	21350_x1	96.841	AB	-3.784168442	0	0.398927147	NA	AB_AB	-120.4858516
21993	9	21993_x1	120.501	AB	-5.192328712	0	0.06614291	NA	AB_AB	-122.5804924
22194	9	22194_x1	39.76	AA_AB	-5.930085493	0.145454545	0.263795746	NA	AB_AB	-44.02322497
22199	9	22199_x2	30.408	AB_AC	-12.75705689	0.053333333	1	0.444532857	doubles	-149.9737711
2228	9	2228_x1	111.852	AB	-4.663060746	0	0.11920519	NA	AB_AB	-117.9323415
22370	9	22370_x1	160.333	AB	-3.336950115	0	0.937790586	NA	AB_AB	-115.9197503
22674	9	22674_x1	43.21	AA_BC	-14.04015697	0.056	0.817046489	NA	AB_AC	-105.4108939
2269	9	2269_x1	140.481	AB	-3.930736751	0	0.315874912	NA	AB_AB	-119.2594589
2388	9	2388_x1	58.349	AB	-6.579821911	0	0.013596354	NA	AB_AB	-122.5950246
24432	9	24432_x1	95.14	AB	-4.307469774	0	0.178777268	NA	AB_AB	-114.144348
25244	9	25244_x1	125.899	AB	-5.509692982	0	0.045179604	NA	AB_AB	-121.5248957
25848	9	25848_x1	87.094	AB	-4.95154506	0	0.080708587	NA	AB_AB	-114.1019428
25881	9	25881_x1	18.924	AA_AB	-8.039751728	0.026923077	0.74652753	NA	AB_AB	-53.33980534
25995	9	25995_x1	161.833	AB	-3.308695824	0	0.937408934	NA	AB_AB	-113.8320546
26289	9	26289_x1	100.65	AB	-4.112399833	0	0.249886032	NA	AB_AB	-120.814083
2635	9	2635_x1	46.958	AA_BC	-14.98548494	0.073255814	0.937790586	NA	AB_AC	-100.9690945
2658	9	2658_x1	46.958	AB	-3.721017602	0	0.444532857	NA	AB_AB	-121.1091813
26582	9	26582_x1	0	AA_AB	-6.374879804	0.116129032	0.071139274	NA	AB_AB	-48.7489821
2660	9	2660_x1	100.65	AB	-4.210517141	0	0.221011249	NA	AB_AB	-121.5986808
27275	9	27275_x1	98.221	AB	-3.992803276	0	0.263795746	NA	AB_AB	-111.7702401
27368	9	27368_x1	158.093	AB	-3.769053203	0	0.393301297	NA	AB_AB	-117.7248144
27780	9	27780_x1	162.009	AB	-3.47934904	0	0.703138689	NA	AB_AB	-121.5539932
28380	9	28380_x1	7.444	AB	-3.370837774	0	0.751190792	NA	AB_AB	-112.5212356
29637	9	29637_x1	64.972	AB	-7.345571225	0	0.006037839	NA	AA_xx	-125.3791525
3	9	3_x1	149.558	AB	-4.315067926	0	0.197338416	NA	AB_AB	-123.762673
3026	9	3026_x1	71.597	AB	-5.104455476	0	0.066942639	NA	AB_AB	-113.5683728
30436	9	30436_x1	136.036	AB	-3.63712566	0	0.484956561	NA	AB_AB	-117.5928869
30591	9	30591_x1	87.094	AB	-4.659805533	0	0.121448021	NA	AB_AB	-119.3020472
30849	9	30849_x1	13.669	AA_AB	-4.899982946	0.103448276	0.487566996	NA	AB_AB	-48.75283635
32281	9	32281_x1	117.836	AB	-5.349918811	0.017647059	0.090290515	NA	AB_AB	-116.4930304
32299	9	32299_x1	162.869	AB	-3.299164953	0	1	NA	AB_AB	-113.1360432
32787	9	32787_x1	10.877	AA_AB	-4.311484067	0.051724138	0.878500471	NA	AB_AB	-53.59982142
32919	9	32919_x1	141.196	AB	-4.777906045	0	0.109056188	NA	AB_AB	-122.8525502
32973	9	32973_x1	150.403	AB	-5.319994075	0	0.048915157	NA	AB_AB	-107.605587
33382	9	33382_x1	14.9	AA_AB	-6.343246565	0.105633803	0.059767982	NA	AB_AB	-46.98344854
335	9	335_x1	132.025	AA_AB	-5.653841937	0.035087719	0.090290515	NA	AB_AB	-64.00088538
33651	9	33651_x1	27.407	AA_AB	-4.448350909	0.017241379	0.287118195	NA	AB_AB	-64.78193717
34036	9	34036_x1	56.556	AB	-6.398114028	0	0.016513415	NA	AB_AB	-121.7268362
34344	9	34344_x1	143.302	AB	-4.421512414	0	0.158368898	NA	AB_AB	-116.3178322
37253	9	37253_x1	84.701	AB	-4.42347763	0	0.153214947	NA	AB_AB	-113.5738754
38187	9	38187_x1	152.814	AB	-4.433492483	0	0.140055407	NA	AB_AB	-106.7190854
38965	9	38965_x1	161.529	AB	-3.138804762	0	0.931201746	NA	AB_AB	-95.12719032
40186	9	40186_x1	158.389	AB	-3.729441426	0	0.447177877	NA	AB_AB	-122.4905661
40278	9	40278_x1	98.924	AB	-46.98878039	0.122596154	0.018891135	NA	singles	-144.0363272
40294	9	40294_x1	161.05	AB	-3.282878636	0	0.93662407	NA	AB_AB	-111.0603154
40314	9	40314_x1	38.616	AA_AB	-5.150593892	0.120689655	0.439128929	NA	AB_AB	-47.01577914
40463	9	40463_x1	135.638	AB	-4.089883123	0	0.229657847	NA	AB_AB	-111.1808394
40705	9	40705_x1	64.448	AB	-7.180703652	0	0.007088323	NA	AA_xx	-123.7645601
40745	9	40745_x1	42.105	AB	-3.545956419	0	0.525924506	NA	AB_AB	-112.6963542
41005	9	41005_x1	136.036	AB	-3.646224254	0	0.487566996	NA	AB_AB	-118.9749464
41536	9	41536_x1	151.275	AB	-3.518841825	0	0.584783499	NA	AB_AB	-116.1016421
41829	9	41829_x1	97.413	AB	-3.791797784	0	0.401683537	NA	AB_AB	-121.8664419
42083	9	42083_x1	49.295	AB	-3.854032945	0	0.356004127	NA	AB_AB	-119.8692356
42227	9	42227_x1	147.4	AB	-3.769053203	0	0.393301297	NA	AB_AB	-117.7248144
42551	9	42551_x1	46.227	AA_BC	-14.50610417	0.121387283	0.811456607	NA	AB_AC	-102.3247239
42581	9	42581_x1	152.078	AB	-3.609919942	0	0.476882159	NA	AB_AB	-113.4467982
42702	9	42702_x1	150.403	AB	-3.930736751	0	0.315874912	NA	AB_AB	-119.2594589
42753	9	42753_x1	46.958	AB	-3.721017602	0	0.444532857	NA	AB_AB	-121.1091813
42942	9	42942_x1	140.042	AB	-3.434826084	0	0.632184878	NA	AB_AB	-111.2122629
43291	9	43291_x1	98.691	AB	-3.37912659	0	0.620842231	NA	AB_AB	-104.2917585
43294	9	43294_x1	87.692	AB	-4.670540791	0	0.114695943	NA	AB_AB	-115.1938996
43407	9	43407_x1	111.852	AB	-4.906068011	0	0.094114723	NA	AB_AB	-123.6671926
43478	9	43478_x1	140.993	AB	-4.420920694	0	0.160921846	NA	AB_AB	-117.6902014
43600	9	43600_x1	46.958	AA_AB	-5.852114412	0.008	0.404403307	NA	AB_AB	-70.04756064
43613	9	43613_x1	95.03	AB	-3.860779545	0	0.358834216	NA	AB_AB	-121.2489432
43700	9	43700_x1	160.333	AB	-3.374470406	0	0.938894974	NA	AB_AB	-120.0761536
44129	9	44129_x1	156.961	AB	-3.478830286	0	0.640562234	NA	AB_AB	-116.748111
44224	9	44224_x1	98.085	AB	-4.011939587	0.01875	0.525924506	NA	AB_AB	-108.3176665
44408	9	44408_x1	157.196	AB	-3.69591854	0	0.436368228	NA	AB_AB	-116.9651993
44421	9	44421_x1	160.333	AB	-3.406509624	0	0.755605875	NA	AB_AB	-116.6757903
45	9	45_x1	141.309	AB	-4.420575844	0	0.16345867	NA	AB_AB	-119.0628175
45364	9	45364_x1	111.852	AB	-4.670540791	0	0.114695943	NA	AB_AB	-115.1938996
45633	9	45633_x1	43.363	AB	-3.441721065	0	0.759794034	NA	AB_AB	-120.8298847
45690	9	45690_x1	149.558	AB	-3.746779124	0	0.384567151	NA	AB_AB	-113.5836574
45697	9	45697_x1	157.357	AB	-3.913995521	0	0.307067333	NA	AB_AB	-115.1238348
46329	9	46329_x1	160.544	AB	-4.132576824	0.019480519	0.418920525	NA	AB_AB	-104.3377308
46540	9	46540_x1	7.444	AA_AB	-4.517565727	0.034883721	0.398927147	NA	AB_AB	-59.42381525
46565	9	46565_x1	7.444	AA_AB	-4.10786769	0.034883721	0.938894974	NA	AB_AB	-54.20875379
46728	9	46728_x1	159.722	AB	-3.295494036	0	0.872440803	NA	AB_AB	-109.6999699
46824	9	46824_x1	155.906	AB	-3.82776896	0	0.344313515	NA	AB_AB	-114.3511277
47608	9	47608_x1	46.958	AB	-3.968225574	0.018181818	0.584783499	NA	AB_AB	-111.6921827
48282	9	48282_x1	64.691	AB	-6.765482369	0	0.011155843	NA	AB_AB	-123.4671655
48392	9	48392_x1	36.956	AA_AB	-3.986812066	0.017142857	0.595776457	NA	AB_AB	-62.2585486
48589	9	48589_x1	45.077	AB	-3.594838255	0	0.538426966	NA	AB_AB	-119.6100409
4930	9	4930_x1	88.99	AB	-4.535032745	0	0.14483097	NA	AB_AB	-121.2367159
49367	9	49367_x1	157.357	AB	-3.664458362	0	0.492672218	NA	AB_AB	-121.7391025
49374	9	49374_x1	4.586	AA_AB	-5.336871628	0.051724138	0.168483717	NA	AB_AB	-60.1170529
49375	9	49375_x1	98.085	AB	-4.515666293	0.035714286	0.393301297	NA	AB_AB	-109.568976
49432	9	49432_x1	160.544	AB	-3.370668589	0	0.877066811	NA	AB_AB	-118.0129103
4945	9	4945_x1	158.604	AB	-3.522353198	0	0.648393075	NA	AB_AB	-122.2834778
49456	9	49456_x1	151.275	AB	-3.840749487	0	0.350234365	NA	AB_AB	-117.1100302
49576	9	49576_x1	46.807	AB	-4.092602443	0	0.232634989	NA	AB_AB	-112.5565197
49818	9	49818_x1	49.295	AB	-3.784168442	0	0.398927147	NA	AB_AB	-120.4858516
49968	9	49968_x1	42.97	AB	-3.191078911	0	0.865373511	NA	AB_AB	-98.61186691
50288	9	50288_x1	9.731	AA_AB	-4.107866911	0.034285714	0.939599372	NA	AB_AB	-56.2434273
50604	9	50604_x1	42.754	AB	-3.445355214	0	0.698084055	NA	AB_AB	-117.4011164
50610	9	50610_x1	67.947	AB	-6.289573555	0	0.016098919	NA	AB_AB	-106.515725
51233	9	51233_x1	95.14	AB	-4.998134632	0.018404908	0.135247922	NA	AB_AB	-111.3546855
51285	9	51285_x1	69.882	AB	-7.180703652	0	0.007088323	NA	AA_xx	-123.7645601
51645	9	51645_x1	150.403	AB	-4.019112695	0	0.281478442	NA	AB_AB	-120.0343154
51658	9	51658_x1	56.278	AB	-5.336440167	0	0.056303668	NA	AB_AB	-123.4110843
52292	9	52292_x1	100.65	AB	-3.867591765	0	0.361628737	NA	AB_AB	-122.6287164
52452	9	52452_x1	111.852	AB	-4.911426327	0	0.092203605	NA	AB_AB	-122.29959
52737	9	52737_x1	160.333	AB	-3.34685794	0	1	NA	AB_AB	-117.9890996
53026	9	53026_x1	157.802	AB	-3.434826084	0	0.632184878	NA	AB_AB	-111.2122629
53146	9	53146_x1	6.21	AA_AB	-6.781223518	0.104046243	0.043902385	NA	AB_AB	-56.15648349
53327	9	53327_x1	25.257	AA_AB	-3.827869777	0.020979021	0.674934584	NA	AB_AB	-50.52517658
53617	9	53617_x1	160.333	AB	-3.336950115	0	0.937790586	NA	AB_AB	-115.9197503
53897	9	53897_x1	34.543	AA_AB	-3.570643487	0	0.595776457	NA	AB_AB	-66.040368
54011	9	54011_x1	116.467	AB	-5.192328712	0	0.06614291	NA	AB_AB	-122.5804924
54050	9	54050_x1	95.14	AB	-4.31058606	0	0.189505272	NA	AB_AB	-119.6393082
54298	9	54298_x1	70.723	AB	-7.094385546	0	0.006851639	NA	AA_xx	-106.2382656
54505	9	54505_x1	150.403	AB	-4.108719907	0	0.247081972	NA	AB_AB	-119.4374421
54555	9	54555_x1	9.731	AA_AB	-4.299838054	0.051428571	0.939250235	NA	AB_AB	-53.57417279
54637	9	54637_x1	111.615	AB	-6.088536401	0	0.022405692	NA	AB_AB	-117.2983757
54661	9	54661_x1	97.413	AB	-3.75414682	0	0.387519085	NA	AB_AB	-114.9639861
54772	9	54772_x1	96.841	AB	-3.791797784	0	0.401683537	NA	AB_AB	-121.8664419
54775	9	54775_x1	119.097	AB	-4.666634872	0	0.116954402	NA	AB_AB	-116.5629546
5484	9	5484_x1	157.464	AB	-3.594838255	0	0.538426966	NA	AB_AB	-119.6100409
54854	9	54854_x1	43.363	AB	-3.374470406	0	0.938894974	NA	AB_AB	-120.0761536
55153	9	55153_x1	88.99	AB	-6.276549135	0.008536585	0.209995187	NA	AB_AB	-118.7732928
5518	9	5518_x1	157.357	AB	-4.072583699	0.01863354	0.476882159	NA	AB_AB	-109.0618799
55252	9	55252_x1	96.283	AB	-4.313385638	0	0.194747483	NA	AB_AB	-122.3880298
55294	9	55294_x1	9.731	AA_AB	-4.107866911	0.034285714	1	NA	AB_AB	-55.55694682
5639	9	5639_x1	56.03	AB	-4.95154506	0	0.080708587	NA	AB_AB	-114.1019428
56523	9	56523_x1	40.75	AA_AB	-4.509518812	0.042857143	0.349115166	NA	AB_AB	-48.73962077
56577	9	56577_x1	100.65	AB	-4.420468209	0	0.165979309	NA	AB_AB	-120.4356709
56591	9	56591_x1	35.756	AA_AB	-3.803893175	0.017142857	1	NA	AB_AB	-59.32970775
56909	9	56909_x1	28.61	AA_AB	-7.157184714	0.159763314	0.096569353	NA	AB_AB	-46.57280787
57022	9	57022_x1	5.158	AB_AC	-14.22535307	0.093333333	0.487566996	0.247081972	doubles	-154.9026576
57027	9	57027_x1	159.722	AB	-3.712621291	0	0.441850168	NA	AB_AB	-119.727824
57099	9	57099_x1	159.722	AB	-3.739472589	0	0.381573445	NA	AB_AB	-112.2033899
57352	9	57352_x1	100.65	AB	-4.087349545	0	0.226650662	NA	AB_AB	-109.8053449
57432	9	57432_x1	88.99	AB	-4.95154506	0	0.080708587	NA	AB_AB	-114.1019428
57654	9	57654_x1	46.227	AB	-3.933429766	0.017647059	0.644542212	NA	AB_AB	-115.0765414
57788	9	57788_x1	9.731	AA_AB	-3.433442365	0	0.820170857	NA	AB_AB	-61.78428395
5792	9	5792_x2	11.449	AB_AC	-14.5118238	0.107279693	1	0.938165342	doubles	-149.0045123
58034	9	58034_x2	9.731	AB_AC	-14.18200222	0.081395349	0.81596828	0.938165342	doubles	-144.9833953
5816	9	5816_x1	88.99	AB	-4.311889194	0	0.192136465	NA	AB_AB	-121.0135724
5826	9	5826_x1	43.363	AB	-3.361118791	0	0.813753412	NA	AB_AB	-114.570958
58430	9	58430_x1	89.139	AB	-4.001040681	0	0.269821152	NA	AB_AB	-114.5243994
58515	9	58515_x1	120.501	AB	-4.542110414	0	0.135247922	NA	AB_AB	-115.7519497
58535	9	58535_x1	55.756	AB	-4.790853822	0	0.102832524	NA	AB_AB	-118.746615
58727	9	58727_x1	117.126	AA_AB	-5.688649801	0.146341463	0.378537017	NA	AB_AB	-34.20162507
5873	9	5873_x1	32.189	AA_AB	-7.205180643	0.107784431	0.027023961	NA	AB_AB	-55.39085554
59079	9	59079_x1	9.731	AA_AB	-4.590734797	0.035087719	0.356004127	NA	AB_AB	-59.50537579
59156	9	59156_x1	135.225	AB	-3.545956419	0	0.525924506	NA	AB_AB	-112.6963542
59800	9	59800_x1	8.587	AA_AB	-4.311484067	0.051724138	0.878500471	NA	AB_AB	-53.59982142
59823	9	59823_x1	136.036	AB	-4.313385638	0	0.194747483	NA	AB_AB	-122.3880298
59964	9	59964_x1	95.14	AB	-4.014409227	0	0.278612069	NA	AB_AB	-118.6566509
59977	9	59977_x1	68.553	AB	-5.381850574	0	0.050585668	NA	AB_AB	-117.9646508
6021	9	6021_x1	140.042	AB	-3.487340175	0	0.509501589	NA	AB_AB	-104.3999721
60405	9	60405_x1	99.935	AB	-4.846723867	0.01744186	0.168483717	NA	AB_AB	-117.3577439
60474	9	60474_x1	35.183	AA_AB	-5.38189588	0.121387283	0.312974211	NA	AB_AB	-47.96412427
6073	9	6073_x1	65.238	AB	-6.579821911	0	0.013596354	NA	AB_AB	-122.5950246
61015	9	61015_x1	95.14	AB	-3.936509167	0	0.318741284	NA	AB_AB	-120.6381923
61143	9	61143_x1	141.309	AB	-4.777906045	0	0.109056188	NA	AB_AB	-122.8525502
61220	9	61220_x1	141.309	AB	-4.654203462	0	0.125908771	NA	AB_AB	-122.0423671
6131	9	6131_x1	9.731	AA_AB	-4.054911398	0.042253521	0.799956414	NA	AB_AB	-46.20367729
6142	9	6142_x2	9.731	AB_AC	-20.52868641	0.046753247	0.758421989	0.938894974	doubles	-161.0904154
61537	9	61537_x1	42.611	AB	-3.409561726	0	0.818105968	NA	AB_AB	-120.1112449
62068	9	62068_x1	150.403	AB	-3.721017602	0	0.444532857	NA	AB_AB	-121.1091813
62085	9	62085_x1	74.217	AB	-7.180703652	0	0.007088323	NA	AA_xx	-123.7645601
62293	9	62293_x1	150.403	AB	-3.732230566	0	0.378537017	NA	AB_AB	-110.8231869
62353	9	62353_x1	7.444	AA_AB	-5.463751825	0.104046243	0.215551874	NA	AB_AB	-51.40660935
62570	9	62570_x1	69.205	AB	-7.935542719	0.018072289	0.004916353	NA	AA_xx	-115.5033981
62603	9	62603_x1	56.988	AB	-4.795854019	0	0.10074873	NA	AB_AB	-117.3786542
62818	9	62818_x1	43.363	AB	-3.39520105	0	0.878500471	NA	AB_AB	-120.7833647
62840	9	62840_x1	43.363	AB	-3.803927498	0.01754386	0.938894974	NA	AB_AB	-115.6309761
62912	9	62912_x1	158.604	AB	-3.975714673	0.017751479	0.589286936	NA	AB_AB	-114.4349241
63066	9	63066_x1	87.094	AB	-4.654203462	0	0.125908771	NA	AB_AB	-122.0423671
631	9	631_x1	49.295	AB	-4.420468209	0	0.165979309	NA	AB_AB	-120.4356709
63205	9	63205_x1	97.413	AB	-3.94831733	0	0.324373466	NA	AB_AB	-123.3959225
63257	9	63257_x1	100.65	AB	-3.76157251	0	0.390430168	NA	AB_AB	-116.3443727
63618	9	63618_x1	116.467	AB	-5.347046746	0	0.054865182	NA	AB_AB	-122.0487299
63689	9	63689_x1	151.275	AB	-4.019112695	0	0.281478442	NA	AB_AB	-120.0343154
63849	9	63849_x1	9.731	AA_AB	-4.089760035	0.017142857	0.495168858	NA	AB_AB	-63.04797706
64152	9	64152_x1	160.333	AB	-3.374470406	0	0.938894974	NA	AB_AB	-120.0761536
64207	9	64207_x1	161.259	AB	-3.358307522	0	0.876330684	NA	AB_AB	-116.6275882
64936	9	64936_x1	97.413	AA_BC	-13.39182266	0.08045977	0.482306288	NA	AB_AC	-104.4588298
