LG	locus	cm
8	58123_x1	16.917
8	48440_x1	17.178
8	3812_x1	17.468
8	68886_x1	17.848
8	64586_x1	18.198
8	59956_x1	18.198
8	71449_x1	21.681
8	42574_x1	21.681
8	17659_x1	21.681
8	53619_x1	21.681
8	63098_x1	21.681
8	69307_x1	21.681
8	70133_x1	21.681
8	58210_x1	21.681
8	46161_x1	21.681
8	21126_x1	21.681
8	6284_x1	21.681
8	55981_x1	21.681
8	63986_x1	21.681
8	41672_x1	21.681
8	28002_x1	21.781
8	59165_x1	21.95
8	12146_x1	31.541
8	30167_x1	32.059
8	19547_x1	32.534
8	14793_x1	33.028
8	46895_x1	33.621
8	42609_x1	34.276
8	21534_x1	34.906
8	8078_x1	37.27
8	31226_x1	37.914
8	54591_x1	38.603
8	56353_x1	39.23
8	70587_x1	40.091
8	42863_x1	46.761
8	53953_x1	46.761
8	16705_x1	48.425
8	67535_x1	48.734
8	41305_x1	49.074
8	55075_x1	49.996
8	492_x1	50.112
8	59485_x1	50.229
8	62366_x1	50.79
8	18895_x1	54.804
8	29718_x1	54.804
8	9030_x1	54.804
8	42090_x1	54.804
8	9324_x1	54.804
8	77991_x1	55.836
8	23729_x1	56.023
8	13919_x1	56.023
8	65802_x1	56.023
8	41653_x1	56.602
8	68096_x1	56.602
8	52010_x1	58.08
8	64305_x1	58.496
8	42061_x1	58.722
8	45367_x1	58.83
8	6549_x1	58.83
8	11564_x1	58.83
8	Oke_thic-84_x1	58.83
8	39963_x1	58.83
8	49793_x1	59.527
8	64138_x1	60.084
8	12767_x1	60.382
8	59462_x1	60.629
8	62663_x1	60.629
8	48199_x1	60.629
8	46406_x1	60.768
8	42431_x1	60.881
8	57278_x1	60.881
8	12076_x1	60.881
8	62960_x1	60.881
8	12762_x1	60.881
8	75116_x1	60.881
8	20965_x1	60.881
8	62027_x1	60.881
8	41962_x1	60.881
8	12699_x1	60.881
8	38524_x1	61.022
8	19555_x1	61.212
8	53535_x1	61.398
8	1136_x1	61.506
8	82975_x1	61.506
8	3659_x1	61.506
8	59708_x1	61.69
8	68990_x1	62.073
8	18759_x1	62.599
8	15662_x1	63.726
9	45418_x1	0
9	52508_x1	0.363
9	15911_x1	0.612
9	41065_x1	0.612
9	48768_x1	0.612
9	77848_x1	0.612
9	52891_x1	0.612
9	59584_x1	0.612
9	48819_x1	0.612
9	31967_x1	0.612
9	70951_x1	0.612
9	114_x1	0.612
9	60669_x1	0.612
9	2072_x1	0.612
9	54768_x1	0.612
9	58937_x1	0.612
9	46651_x1	0.612
9	50874_x1	0.783
9	39138_x1	1.096
9	53904_x1	1.385
9	84288_x1	1.565
9	42217_x1	1.751
9	1887_x1	1.902
9	21156_x1	1.902
9	70240_x1	1.902
9	55200_x1	1.902
9	12449_x1	1.902
9	54241_x1	1.902
9	77847_x1	1.902
9	10487_x1	2.011
9	3169_x1	2.128
9	73715_x1	2.256
9	1320_x1	2.393
9	34636_x1	2.677
9	2404_x1	2.99
9	46518_x1	3.273
9	20771_x1	3.563
9	16205_x1	3.76
9	70950_x1	3.932
9	11742_x1	4.104
9	70717_x1	4.57
9	14523_x1	4.57
9	45024_x1	5.141
9	9168_x1	5.141
9	53224_x1	5.141
9	44277_x1	5.141
9	60682_x1	5.141
9	78697_x1	5.141
9	44584_x1	5.141
9	8539_x1	5.141
9	42981_x1	5.141
9	47890_x1	5.141
9	8739_x1	5.713
9	57020_x1	5.713
9	59023_x1	5.713
9	63108_x1	5.713
9	1345_x1	5.713
9	55788_x1	5.713
9	45735_x1	5.713
9	18234_x1	5.713
9	46178_x1	5.713
9	931_x1	6.303
9	3773_x1	6.303
9	49468_x1	6.303
9	48301_x1	7.47
9	6992_x1	7.47
9	54479_x1	7.47
9	63727_x1	10.372
9	53775_x1	10.728
9	7436_x1	12.545
9	52842_x1	14.303
9	10460_x1	14.303
9	42212_x1	14.303
9	57443_x1	16.771
9	12537_x1	17.103
9	2933_x1	17.362
9	25620_x1	17.605
9	54322_x1	20.305
9	57985_x1	20.305
9	65962_x1	20.305
9	43695_x1	20.305
9	4509_x1	20.305
9	51196_x1	20.305
9	13365_x1	20.432
9	58744_x1	22.728
9	60686_x1	22.86
9	2867_x1	25.208
9	10320_x1	25.714
9	76980_x1	26.18
9	35687_x1	26.5
9	48441_x1	26.652
9	69341_x1	26.804
9	43455_x1	27.024
9	25310_x1	27.206
9	21163_x1	27.359
9	45055_x1	27.633
9	72395_x1	28.204
9	70104_x1	31.377
9	41236_x1	33.386
9	59624_x1	33.978
9	35150_x1	34.091
9	51468_x1	34.55
9	10495_x1	34.923
9	55972_x1	35.224
9	11528_x1	35.393
9	31574_x1	35.393
9	57035_x1	35.505
9	70583_x1	35.639
9	48977_x1	35.639
9	19651_x1	35.639
9	79254_x1	35.639
9	52134_x1	35.639
9	6551_x1	35.639
9	46399_x1	35.639
9	21889_x1	36.18
9	62112_x1	36.508
9	51972_x1	36.715
9	61848_x1	36.715
9	52520_x1	36.715
9	20046_x1	36.832
9	43842_x1	36.954
9	56282_x1	41.59
9	16497_x1	41.59
9	13653_x1	45.628
9	45762_x1	45.628
9	37167_x1	45.628
9	62287_x1	45.628
9	11857_x1	45.628
9	84294_x1	45.628
9	53181_x1	52.46
9	10281_x1	53.171
9	12060_x1	53.32
9	4383_x1	53.44
9	67810_x1	53.578
9	42318_x1	53.724
9	62060_x1	53.849
9	1559_x1	53.958
9	61340_x1	54.13
10	9137_x1	0
10	32299_x1	0.44
10	78186_x1	0.777
10	96910_x1	1.017
10	15345_x1	1.205
10	27780_x1	1.391
10	25995_x1	1.613
10	14058_x1	1.814
10	19974_x1	2.016
10	8098_x1	2.231
10	64207_x1	2.449
10	65858_x1	2.747
10	40294_x1	3.025
10	49432_x1	3.177
10	44421_x1	3.278
10	53617_x1	3.278
10	43700_x1	3.278
10	91595_x1	3.278
10	22370_x1	3.278
10	64152_x1	3.278
10	52737_x1	3.278
10	73082_x1	3.278
10	38965_x1	3.278
10	46329_x1	3.278
10	72505_x1	3.278
10	17861_x1	3.278
10	77599_x1	3.278
10	57099_x1	3.889
10	67153_x1	3.889
10	57027_x1	3.889
10	46728_x1	3.889
10	65677_x1	4.474
10	4945_x1	5.011
10	12347_x1	5.011
10	62912_x1	5.011
10	40186_x1	5.225
10	27368_x1	5.521
10	53026_x1	5.812
10	5484_x1	6.15
10	69010_x1	6.257
10	5518_x1	6.257
10	49367_x1	6.257
10	45697_x1	6.257
10	44408_x1	6.404
10	44129_x1	6.614
10	14465_x1	6.837
10	46824_x1	7.643
10	38187_x1	10.735
10	9301_x1	10.857
10	42581_x1	11.471
10	11357_x1	11.713
10	14473_x1	11.903
10	66354_x1	12.06
10	63689_x1	12.273
10	41536_x1	12.273
10	69219_x1	12.273
10	49456_x1	12.273
10	62293_x1	13.146
10	70947_x1	13.146
10	62068_x1	13.146
10	51645_x1	13.146
10	42702_x1	13.146
10	78665_x1	13.146
10	32973_x1	13.146
10	54505_x1	13.146
10	45690_x1	13.99
10	3_x1	13.99
10	18082_x1	14.512
10	72796_x1	15.565
10	71604_x1	16.149
10	42227_x1	16.149
10	9446_x1	20.126
10	34344_x1	20.246
10	8155_x1	20.37
10	71700_x1	20.479
10	61143_x1	22.24
10	61220_x1	22.24
10	45_x1	22.24
10	6681_x1	22.24
10	32919_x1	22.353
10	16579_x1	22.592
10	43478_x1	22.849
10	2269_x1	23.072
10	42942_x1	23.517
10	6021_x1	23.517
10	12808_x1	24.657
10	59156_x1	24.657
10	30436_x1	27.587
10	77758_x1	27.587
10	13241_x1	27.587
10	41005_x1	27.587
10	40463_x1	27.699
10	59823_x1	27.824
10	18785_x1	27.982
10	68548_x1	32.403
10	8203_x1	33.19
10	25244_x1	33.576
10	1450_x1	33.947
10	11156_x1	37.241
10	71678_x1	37.567
10	69913_x1	38.023
10	12732_x1	38.428
10	11056_x1	38.757
10	79115_x1	38.939
10	58515_x1	38.939
10	21993_x1	38.939
10	70256_x1	38.939
10	65570_x1	39.349
10	54775_x1	40.344
10	66305_x1	41.444
10	54011_x1	41.602
10	63618_x1	41.602
10	32281_x1	41.602
10	74888_x1	46.242
10	43407_x1	46.242
10	17994_x1	46.242
10	2228_x1	46.242
10	71489_x1	46.242
10	45364_x1	46.242
10	52452_x1	46.242
10	6778_x1	46.242
10	73282_x1	46.242
10	54637_x1	46.357
10	78808_x1	57.324
10	68279_x1	57.324
10	26289_x1	57.324
10	52292_x1	57.324
10	2660_x1	57.324
10	57352_x1	57.324
10	63257_x1	57.324
10	56577_x1	57.324
10	60405_x1	58.101
10	65263_x1	58.491
10	40278_x1	59.026
10	71586_x1	59.244
10	43291_x1	59.244
10	27275_x1	59.658
10	49375_x1	59.863
10	44224_x1	59.863
10	7667_x1	60.399
10	71661_x1	60.71
10	63205_x1	60.833
10	54661_x1	60.833
10	41829_x1	60.833
10	10920_x1	61.405
10	21350_x1	61.405
10	72060_x1	61.405
10	54772_x1	61.405
10	55252_x1	61.964
10	66032_x1	61.964
10	11537_x1	63.107
10	59964_x1	63.107
10	8168_x1	63.107
10	54050_x1	63.107
10	8264_x1	63.107
10	24432_x1	63.107
10	51233_x1	63.107
10	61015_x1	63.107
10	43613_x1	63.217
10	58430_x1	69.108
10	5816_x1	69.257
10	71736_x1	69.257
10	4930_x1	69.257
10	57432_x1	69.257
10	67400_x1	69.257
10	55153_x1	69.257
10	73062_x1	70.157
10	43294_x1	70.555
10	9057_x1	70.555
10	Oke_txnrd1-74_x1	71.153
10	63066_x1	71.153
10	25848_x1	71.153
10	30591_x1	71.153
10	37253_x1	73.546
10	10137_x1	73.653
10	76641_x1	84.03
10	62085_x1	84.03
10	68308_x1	84.03
10	15634_x1	84.877
10	17813_x1	85.762
10	3026_x1	86.651
10	54298_x1	87.524
10	51285_x1	88.365
10	62570_x1	89.042
10	59977_x1	89.694
10	50610_x1	90.3
10	6073_x1	93.009
10	29637_x1	93.275
10	48282_x1	93.556
10	40705_x1	93.799
10	71829_x1	94.012
10	2388_x1	99.898
10	62603_x1	101.259
10	34036_x1	101.691
10	51658_x1	101.969
10	5639_x1	102.217
10	58535_x1	102.492
10	49818_x1	108.944
10	42083_x1	108.944
10	631_x1	108.944
10	8511_x1	109.525
10	8324_x1	109.525
10	13371_x1	111.249
10	47608_x1	111.249
10	71299_x1	111.516
10	57654_x1	111.801
10	2658_x1	112.103
10	69538_x1	112.385
10	42753_x1	112.661
10	85175_x1	112.945
10	49576_x1	114.103
10	48589_x1	114.395
10	77741_x1	116.15
10	54854_x1	116.15
10	5826_x1	116.15
10	62818_x1	116.15
10	62840_x1	116.15
10	45633_x1	116.15
10	40745_x1	116.291
10	17837_x1	116.482
10	49968_x1	116.688
10	50604_x1	116.947
10	61537_x1	117.25
10	28380_x1	118.32
11	18723_x1	0
11	77765_x1	0.306
11	3534_x1	0.594
11	17079_x1	0.886
11	3625_x1	0.886
11	13956_x1	0.886
11	77388_x1	0.886
11	1496_x1	0.886
11	68819_x1	0.886
11	71861_x1	0.886
11	Oke_hmgb1-66_x1	0.886
11	6920_x1	0.886
11	15175_x1	0.886
11	59525_x1	0.886
11	34285_x1	0.886
11	77825_x1	0.886
11	71211_x1	0.886
11	43199_x1	0.886
11	45470_x1	1.013
11	41588_x1	1.177
11	14892_x1	1.384
11	84359_x1	1.719
11	62881_x1	2.006
11	73229_x1	2.222
11	50682_x1	2.48
11	8415_x1	2.656
11	38856_x1	2.656
11	25156_x1	2.656
11	62687_x1	2.656
11	7950_x1	2.656
11	45210_x1	3.239
11	51482_x1	3.239
11	60271_x1	3.239
11	44813_x1	3.239
11	53881_x1	3.239
11	55132_x1	3.527
11	59137_x1	3.848
11	63105_x1	3.848
11	74055_x1	3.848
11	54697_x1	3.848
11	6781_x1	3.848
11	11001_x1	3.848
11	1334_x1	3.848
11	1849_x1	3.848
11	8818_x1	3.848
11	41319_x1	3.848
11	76138_x1	4.068
11	40727_x1	4.425
11	7591_x1	4.425
11	77616_x1	4.425
11	5547_x1	4.425
11	27482_x1	4.425
11	49657_x1	4.425
11	76893_x1	4.425
11	61522_x1	5.079
11	33205_x1	5.079
11	1581_x1	5.079
11	10029_x1	5.079
11	45087_x1	5.079
11	67684_x1	5.439
11	42196_x1	5.836
11	1778_x1	5.95
11	83871_x1	6.536
11	49508_x1	6.901
11	12724_x1	7.017
11	20719_x1	7.017
11	14184_x1	7.017
11	34089_x1	7.017
11	9099_x1	7.612
11	258_x1	7.612
11	7908_x1	7.612
11	65599_x1	7.612
11	7918_x1	12.759
11	56886_x1	12.759
11	6114_x1	12.918
11	88248_x1	15.362
11	71138_x1	18.324
11	1838_x1	18.324
11	78569_x1	18.324
11	57614_x1	18.437
11	34315_x1	18.547
11	13307_x1	18.679
11	46433_x1	18.904
11	54894_x1	19.106
11	64931_x1	19.24
11	Oke_u0602-244_x1	19.416
11	Oke_DBLOH-79_x1	20.051
11	65431_x1	23.334
11	11727_x1	23.334
11	57046_x1	23.334
11	1446_x1	23.334
11	11368_x1	23.334
11	40010_x1	23.334
11	34057_x1	23.334
11	2496_x1	23.334
11	58836_x1	23.938
11	76460_x1	23.938
11	56804_x1	24.057
11	87366_x1	24.216
11	47033_x1	24.779
11	11454_x1	24.779
11	44240_x1	24.779
11	62218_x1	31.821
11	26653_x1	32.561
11	44241_x1	32.911
11	7340_x1	33.218
11	45876_x1	33.432
11	35178_x1	33.432
11	24365_x1	33.432
11	82990_x1	33.432
11	12703_x1	33.432
11	3174_x1	33.432
11	55912_x1	33.542
11	46265_x1	33.542
11	27406_x1	33.542
11	68999_x1	33.542
11	54395_x1	33.542
11	16363_x1	33.542
11	29600_x1	33.542
11	46519_x1	35.263
11	71466_x1	35.263
11	45530_x1	41.079
11	55144_x1	41.277
11	28457_x1	41.405
11	69423_x1	42.633
11	7173_x1	42.891
11	70547_x1	43.239
11	4287_x1	43.664
11	47281_x1	44.02
11	57214_x1	48.638
11	67394_x1	49.202
11	57117_x1	49.313
11	49511_x1	49.313
11	70567_x1	49.313
11	18615_x1	49.313
11	7735_x1	49.414
11	36277_x1	50.984
11	66034_x1	51.451
11	48664_x1	51.608
11	18513_x1	52.734
11	37544_x1	54.535
11	59949_x1	56.608
11	55650_x1	57.427
12	1577_x1	0
12	44143_x1	1.113
12	65625_x1	1.588
12	41898_x1	1.987
12	72112_x1	2.347
12	78018_x1	2.656
12	72639_x1	2.878
12	67401_x1	3.12
12	40577_x1	3.578
12	45417_x1	6.683
12	Oke_sylc-90_x1	6.683
12	12092_x1	7.65
12	9185_x1	7.926
12	6040_x1	8.052
12	49699_x1	9.055
12	78541_x1	9.596
12	63824_x1	10.246
12	25210_x1	11.3
12	53015_x1	11.93
12	71352_x1	12.065
12	69964_x1	12.065
12	45951_x1	12.065
12	11060_x1	12.065
12	69815_x1	12.065
12	14296_x1	12.065
12	73346_x1	12.24
12	19357_x1	16.345
12	12335_x1	16.345
12	10039_x1	16.345
12	43164_x1	16.345
12	57082_x1	16.345
12	63254_x1	16.345
12	2977_x1	16.446
12	4771_x1	16.611
12	59439_x1	20.528
12	43565_x1	21.017
12	68458_x1	21.227
12	62005_x1	21.366
12	62679_x1	21.366
12	60841_x1	21.366
12	49437_x1	21.366
12	6068_x1	21.366
12	7586_x1	21.366
12	13957_x1	21.366
12	60076_x1	24.322
12	17425_x1	24.65
12	64490_x1	24.65
12	75582_x1	24.65
12	6099_x1	24.65
12	4944_x1	29.867
12	47295_x1	29.996
12	60206_x1	29.996
12	115_x1	29.996
12	Oke_hsc71-199_x1	29.996
12	56732_x1	30.301
12	68601_x1	31.447
12	61710_x1	32.088
12	72452_x1	32.311
12	62032_x1	32.903
12	72552_x1	34.831
12	21615_x1	35.217
12	63670_x1	35.557
12	54457_x1	35.928
12	51688_x1	36.288
12	19869_x1	36.643
12	7583_x1	36.867
12	43081_x1	36.867
12	211_x1	36.867
12	40534_x1	39.138
12	41447_x1	39.138
12	28053_x1	39.138
12	53593_x1	39.138
12	71415_x1	39.653
12	62361_x1	39.653
12	56992_x1	41.659
12	76768_x1	41.981
12	29694_x1	41.981
12	56979_x1	41.981
12	50983_x1	42.258
12	2644_x1	42.787
12	7717_x1	43.156
12	53565_x1	43.554
12	68171_x1	44.284
12	11154_x1	45.04
12	22899_x1	45.587
12	56703_x1	46.12
12	37633_x1	46.555
12	62381_x1	46.555
12	20183_x1	46.856
12	40221_x1	47.484
12	49721_x1	47.726
12	68719_x1	47.873
12	72236_x1	48.069
12	12754_x1	48.347
12	4152_x1	48.607
12	46001_x1	48.766
12	58790_x1	48.982
12	4430_x1	49.248
12	2307_x1	49.521
12	5487_x1	52.659
12	53865_x1	53.97
12	60709_x1	54.156
12	60826_x1	54.445
12	50866_x1	54.731
12	65728_x1	54.852
12	58518_x1	54.852
12	63441_x1	54.852
12	58281_x1	54.958
12	12066_x1	55.082
12	7761_x1	55.082
12	24208_x1	55.082
12	4482_x1	55.082
12	5238_x1	55.082
12	7791_x1	55.082
12	49919_x1	55.205
12	42847_x1	55.328
12	5621_x1	55.328
12	46411_x1	55.328
12	63866_x1	55.493
12	77611_x1	55.669
12	5129_x1	55.669
12	71066_x1	55.669
12	54511_x1	55.669
12	64875_x1	55.669
12	59224_x1	55.669
12	65755_x1	55.669
12	60354_x1	55.669
12	6425_x1	55.669
12	58100_x1	55.669
12	10759_x1	55.669
12	53055_x1	55.669
12	52408_x1	55.775
12	40180_x1	55.775
12	79133_x1	55.98
12	61578_x1	56.492
12	57865_x1	56.955
12	76666_x1	57.167
12	13925_x1	57.401
12	59580_x1	57.61
12	65745_x1	57.77
12	76067_x1	57.77
12	7332_x1	57.77
12	7055_x1	57.77
12	52230_x1	57.77
12	68591_x1	57.77
12	50540_x1	57.77
12	8830_x1	57.77
12	78507_x1	57.77
12	37988_x1	57.77
12	32888_x1	57.77
12	76288_x1	57.77
12	15184_x1	57.882
12	6571_x1	58.102
12	76311_x1	58.593
13	54236_x1	0
13	48462_x1	0.532
13	60109_x1	0.785
13	22852_x1	1.087
13	4076_x1	1.453
13	23018_x1	1.675
13	47554_x1	1.675
13	15144_x1	1.675
13	55162_x1	1.829
13	3391_x1	2.033
13	9945_x1	2.202
13	3797_x1	2.364
13	48025_x1	2.483
13	10214_x1	2.483
13	44514_x1	2.62
13	1950_x1	2.916
13	80092_x1	3.44
13	39939_x1	4.033
13	44629_x1	5.631
13	53628_x1	6
13	15618_x1	6.397
13	4752_x1	6.665
13	9325_x1	6.805
13	4154_x1	6.966
13	19352_x1	6.966
13	15626_x1	6.966
13	14593_x1	6.966
13	64442_x1	7.07
13	29526_x1	7.07
13	78681_x1	7.07
13	5321_x1	7.302
13	79222_x1	7.703
13	57362_x1	8.256
13	25686_x1	9.17
13	29976_x1	9.521
13	73877_x1	9.802
13	74710_x1	9.944
13	9439_x1	10.387
13	10857_x1	16.734
13	3546_x1	17.239
13	60236_x1	18.39
13	6950_x1	19.593
13	33777_x1	21.034
13	68933_x1	22.934
13	58845_x1	27.933
13	61968_x1	28.05
13	9231_x1	28.614
13	59197_x1	29.582
13	74487_x1	30.245
13	54055_x1	30.395
13	54470_x1	30.395
13	57710_x1	30.395
13	10230_x1	30.513
13	44982_x1	30.65
13	47360_x1	30.781
13	31565_x1	30.915
13	78835_x1	31.431
13	74113_x1	31.533
13	37892_x1	40.217
13	85895_x1	40.217
13	54791_x1	41.36
13	12795_x1	42.591
13	69497_x1	42.813
13	14813_x1	43.042
13	71616_x1	43.306
13	45737_x1	43.613
13	64877_x1	43.943
13	83129_x1	45.026
13	507_x1	45.026
13	4124_x1	50.764
13	72931_x1	50.97
13	24879_x1	51.235
13	9882_x1	51.481
13	25602_x1	51.951
13	78556_x1	53.746
13	47287_x1	61.08
13	41902_x1	61.245
13	65131_x1	65.231
13	64084_x1	65.337
13	37690_x1	65.487
13	63742_x1	65.629
13	Oke_U2034-55_x1	66.009
13	1474_x1	66.325
13	59219_x1	66.605
13	57828_x1	66.605
13	4046_x1	66.786
13	19993_x1	67.503
13	81827_x1	68.004
13	38012_x1	68.819
13	12153_x1	69.014
13	65156_x1	69.72
13	16997_x1	69.903
13	44102_x1	70.052
13	63158_x1	70.288
13	9338_x1	70.922
13	59424_x1	71.481
13	75414_x1	71.604
13	42251_x1	71.604
13	23734_x1	71.604
13	64763_x1	71.604
13	54161_x1	71.604
13	4171_x1	71.604
13	46451_x1	71.604
13	6446_x1	82.094
13	69794_x1	82.454
13	40245_x1	82.932
13	60529_x1	83.396
13	50733_x1	83.899
13	70597_x1	84.45
13	22702_x1	84.992
13	2158_x1	90.9
13	57077_x1	90.9
13	66585_x1	91.421
13	9031_x1	91.787
13	73088_x1	92.035
13	59856_x1	93.63
13	51383_x1	93.938
13	14241_x1	96.394
13	59142_x1	98.454
13	11631_x1	99.083
13	17052_x1	99.083
13	48817_x1	99.083
13	70343_x1	99.083
13	147_x1	99.083
13	53539_x1	99.083
13	22637_x1	99.083
13	78598_x1	99.083
13	63902_x1	99.083
13	570_x1	99.083
13	71638_x1	100.257
13	8432_x1	110.789
13	67263_x1	111.588
13	17734_x1	111.892
13	45774_x1	112.768
13	76101_x1	113.455
13	72286_x1	113.861
13	65280_x1	114.127
13	62222_x1	114.574
13	5503_x1	115.65
13	24517_x1	115.65
13	15074_x1	120.8
13	7982_x1	120.924
13	56743_x1	120.924
13	72996_x1	120.924
13	10061_x1	120.924
14	19840_x1	0
14	73025_x1	0.441
14	17849_x1	0.71
14	64299_x1	0.937
14	24167_x1	1.049
14	56529_x1	1.207
14	5553_x1	1.505
14	60869_x1	1.816
14	10203_x1	2.053
14	48158_x1	2.271
14	10715_x1	2.408
14	56208_x1	2.408
14	10740_x1	2.52
14	42538_x1	2.52
14	51619_x1	2.632
14	52506_x1	2.632
14	63603_x1	2.632
14	2263_x1	2.632
14	65036_x1	2.632
14	2515_x1	2.632
14	41411_x1	2.632
14	6509_x1	2.632
14	65871_x1	2.632
14	24668_x1	2.632
14	9473_x1	2.632
14	54538_x1	2.632
14	40003_x1	2.882
14	42311_x1	3.361
14	4415_x1	3.851
14	20401_x1	4.206
14	62779_x1	4.52
14	47454_x1	4.832
14	45671_x1	5.166
14	58947_x1	5.638
14	4329_x1	6.029
14	2882_x1	6.029
14	75739_x1	6.029
14	81010_x1	6.029
14	59725_x1	6.029
14	39883_x1	6.029
14	75181_x1	6.029
14	53839_x1	6.029
14	50017_x1	6.029
14	65640_x1	6.029
14	25351_x1	6.029
14	54934_x1	6.029
14	1704_x1	6.151
14	48065_x1	6.269
14	74216_x1	6.395
14	11701_x1	6.395
14	41131_x1	6.395
14	48197_x1	6.395
14	44896_x1	7.062
14	43724_x1	7.164
14	65255_x1	7.781
14	56444_x1	7.781
14	50652_x1	7.781
14	18659_x1	7.781
14	77155_x1	8.623
14	26223_x1	8.947
14	8457_x1	8.947
14	33667_x1	8.947
14	28678_x1	8.947
14	70920_x1	8.947
14	11781_x1	8.947
14	11608_x1	9.087
14	54189_x1	9.228
14	20204_x1	9.899
14	44202_x1	9.899
14	68047_x1	9.899
14	48822_x1	9.899
14	6153_x1	9.899
14	58600_x1	9.899
14	41393_x1	9.899
14	55574_x1	13.332
14	54519_x1	13.858
14	2001_x1	13.858
14	68027_x1	13.858
14	192_x1	13.858
14	18954_x1	13.858
14	43936_x1	13.858
14	47652_x1	13.858
14	9551_x1	14.445
14	52427_x1	14.445
14	45583_x1	14.445
14	46688_x1	14.445
14	9333_x1	14.445
14	54389_x1	14.445
14	9878_x1	14.445
14	26311_x1	14.445
14	4897_x1	19.718
14	29210_x1	20.405
14	17885_x1	20.585
14	77667_x1	20.742
14	56549_x1	20.892
14	56040_x1	20.892
14	7312_x1	20.892
14	53292_x1	20.892
14	6714_x1	20.892
14	51329_x1	20.892
14	2067_x1	30.305
14	66607_x1	31.007
14	73649_x1	32.116
14	8120_x1	32.924
14	1742_x1	33.632
14	58639_x1	34.288
14	22123_x1	36.385
14	43648_x1	36.921
14	11246_x1	37.157
14	59967_x1	42.911
14	21548_x1	43.222
14	59780_x1	43.69
14	68235_x1	44.168
14	65827_x1	44.744
14	62921_x1	45.31
14	76019_x1	45.66
14	47537_x1	46.061
14	40085_x1	54.098
14	5364_x1	54.478
14	63106_x1	54.754
14	59519_x1	55.048
14	57034_x1	55.359
14	3477_x1	55.673
14	56874_x1	56.006
14	20849_x1	56.414
14	10297_x1	56.795
14	66303_x1	57.085
14	18632_x1	57.379
14	18177_x1	57.692
14	75942_x1	66.383
14	3710_x1	66.383
14	63846_x1	66.383
14	64047_x1	66.383
14	59987_x1	66.383
14	34342_x1	67.543
14	19014_x1	67.687
14	68457_x1	67.894
14	83082_x1	68.061
14	13086_x1	68.206
14	60378_x1	68.339
14	4239_x1	68.478
14	7938_x1	68.62
14	51836_x1	68.767
14	1986_x1	68.925
14	8137_x1	69.112
14	77734_x1	70.067
14	11199_x1	71.224
14	43806_x1	71.523
14	29546_x1	71.833
14	26630_x1	72.202
14	10706_x1	72.704
14	23300_x1	73.459
14	74831_x1	74.453
14	52458_x1	74.799
14	81606_x1	75.152
14	55506_x1	75.512
14	63094_x1	75.512
14	5117_x1	75.512
14	22489_x1	75.737
14	16505_x1	75.939
14	72231_x1	76.239
14	55163_x1	76.575
14	53798_x1	77.016
14	7158_x1	79.722
14	50752_x1	80.186
14	51685_x1	80.948
14	52966_x1	83.268
14	61451_x1	84.486
14	73638_x1	97.365
14	76708_x1	98.313
14	13581_x1	98.599
14	58585_x1	98.871
14	68402_x1	99.147
14	54089_x1	99.447
14	11266_x1	99.778
14	Oke_HP-182_x1	105.121
14	5403_x1	105.121
14	58420_x1	105.521
14	19923_x1	105.914
14	44153_x1	106.067
14	31144_x1	109.968
14	49639_x1	110.311
14	43956_x1	110.694
14	7981_x1	111.064
14	6899_x1	111.404
14	50732_x1	111.69
14	9506_x1	111.914
14	52700_x1	114.597
14	12713_x1	114.968
14	1428_x1	115.234
14	55337_x1	115.625
14	46056_x1	118.454
14	59361_x1	118.454
14	14841_x1	118.454
14	44119_x1	118.454
14	59793_x1	118.454
14	64276_x1	118.454
14	1717_x1	118.454
14	36087_x1	118.454
14	20670_x1	118.454
14	78136_x1	119.424
14	28302_x1	120.194
14	43016_x1	120.194
14	51557_x1	121.796
14	67257_x1	121.984
14	3571_x1	122.141
14	11542_x1	122.141
14	66690_x1	122.141
14	16653_x1	122.141
14	54799_x1	122.282
14	44868_x1	122.446
15	20141_x1	0
15	63769_x1	0.529
15	17872_x1	0.846
15	1860_x1	1.076
15	12339_x1	1.076
15	77953_x1	1.076
15	69622_x1	1.076
15	13900_x1	1.076
15	953_x1	1.076
15	77153_x1	1.076
15	75207_x1	1.076
15	37920_x1	1.076
15	77051_x1	1.076
15	19997_x1	1.076
15	6521_x1	1.076
15	41099_x1	1.183
15	63167_x1	1.183
15	110_x1	1.375
15	4754_x1	1.65
15	40112_x1	1.842
15	43012_x1	1.842
15	56991_x1	1.842
15	73851_x1	2.016
15	53835_x1	2.187
15	5909_x1	2.452
15	78989_x1	2.732
15	48005_x1	3.008
15	63329_x1	3.293
15	63423_x1	4.246
15	20880_x1	4.827
15	8872_x1	4.827
15	19844_x1	4.827
15	43382_x1	4.827
15	55499_x1	5.379
15	27570_x1	5.482
15	70243_x1	5.482
15	49330_x1	5.482
15	62330_x1	5.747
15	75786_x1	6.43
15	67021_x1	6.906
15	58677_x1	7.329
15	46124_x1	7.905
15	8853_x1	8.407
15	6241_x1	8.527
15	61334_x1	8.629
15	71034_x1	8.808
15	5229_x1	9.109
15	14244_x1	9.519
15	58759_x1	9.785
15	12585_x1	9.785
15	9788_x1	9.785
15	73815_x1	9.785
15	11159_x1	12.088
15	14156_x1	12.088
15	49513_x1	12.088
15	6492_x1	12.088
15	76544_x1	12.088
15	25223_x1	12.236
