contig	locus	stacks_CatID	stacks_SNP	LG	cM	pi_within	dxy	BSname	prob_bayescan	log10(PO)_bayescan	qval_bayescan	alpha_bayescan	Fst_bayescan	mlog10(qval)_bayescan	Fst_weir	locnum	cpvals	zscore	reject_null_LFMM	fdr_pval_LFMM	mlog10(fdr_pval)_LFMM	cM_pad	cM_padded
c22467	22467	10959.0	10959_47	4.0	36.35	0.00129357926385	0.00149799186288	6950.0	0.18482	-0.64451	0.39118	0.19381	0.038809	0.407623357646	0.103808	6950.0	0.706306221647	-0.403858	False	0.997092304798	0.0012646354609	385.34	421.69
c55995	55995	39235.0	39235_30	4.0	38.52	0.00386843843736	0.0039126141055	6902.0	0.068407	-1.1341	0.88651	-0.0065832	0.0283	0.0523163611118	0.00964229	6902.0	0.188152513713	-1.41049	False	0.896228760455	0.0475811234595	385.34	423.86
c7222	7222	52690.0	52690_79	4.0	40.14	0.00265497987995	0.00265858439113	7056.0	0.079208	-1.0654	0.86047	-0.035626	0.027767	0.065264266605	0.00895793	7056.0	0.530117125756	-0.672873	False	0.995928532621	0.00177182523288	385.34	425.48
c64348	64348	46283.0	46283_7	4.0	40.14	0.00162269032149	0.00162887343348	6836.0	0.085509	-1.0292	0.83715	-0.045235	0.027611	0.0771967184277	0.00113548	6836.0	0.598902340504	0.563718	False	0.995928532621	0.00177182523288	385.34	425.48
c2380	2380	12088.0	12088_79	4.0	41.87	0.00274532472626	0.00288205478033	7050.0	0.10251	-0.94226	0.75414	0.06722	0.031607	0.122548023383	0.0433385	7050.0	0.625341905364	0.523328	False	0.995928532621	0.00177182523288	385.34	427.21
c74672	74672	54679.0	54679_73	4.0	43.01	0.00504517215156	0.00536301605285	7030.0	0.070407	-1.1207	0.88408	0.019308	0.029123	0.0535084340972	0.0460344	7030.0	0.502561989417	-0.718569	False	0.995928532621	0.00177182523288	385.34	428.35
c22120	22120	10667.0	10667_92	4.0	43.01	0.00352100460322	0.00350378865335	7088.0	0.088209	-1.0144	0.82603	-0.052828	0.027406	0.0830041795587	-7.05469e-05	7088.0	0.536102884284	-0.663109	False	0.995928532621	0.00177182523288	385.34	428.35
c54975	54975	38364.0	38364_39	4.0	44.14	0.00382424560825	0.00396022338185	6925.0	0.070807	-1.118	0.88352	0.015649	0.029065	0.0537836150408	0.0318383	6925.0	0.681881208552	-0.439307	False	0.997092304798	0.0012646354609	385.34	429.48
c76761	76761	56352.0	56352_78	4.0	44.14	0.00676701517784	0.00690067068126	7049.0	0.073407	-1.1011	0.87832	-0.025079	0.027895	0.0563472279267	0.00604468	7049.0	0.774513052879	0.307031	False	0.997092304798	0.0012646354609	385.34	429.48
c15474	15474	4838.0	4838_8	4.0	44.7	0.0128535815974	0.0129080499167	6838.0	0.074807	-1.0923	0.87485	-0.026808	0.02786	0.0580664038425	0.0093439	6838.0	0.743663520798	-0.350468	False	0.997092304798	0.0012646354609	385.34	430.04
c41114	41114	26598.0	26598_65	4.0	44.7	0.00497157758359	0.00537781950709	7011.0	0.078608	-1.069	0.86279	0.021753	0.029457	0.0640948971462	0.04366	7011.0	0.12984312586	-1.6234	False	0.828576900429	0.081667178395	385.34	430.04
c27565	27565	15239.0	15239_57	4.0	44.7	0.00303463328004	0.00308265985908	6984.0	0.090209	-1.0037	0.81728	-0.058168	0.02738	0.0876291287527	0.0218813	6984.0	0.827584843257	0.233427	False	0.997092304798	0.0012646354609	385.34	430.04
c21939	21939	10505.0	10505_91	4.0	44.7	0.00254870144107	0.00262564660087	7084.0	0.089909	-1.0053	0.81882	-0.039788	0.027746	0.0868115580667	0.00136604	7084.0	0.539284807382	0.657941	False	0.995928532621	0.00177182523288	385.34	430.04
c60347	60347	42933.0	42933_29	4.0	45.12	0.00674488133943	0.00668459904462	6901.0	0.10371	-0.93663	0.74646	-0.078749	0.027031	0.126993459533	-0.0111227	6901.0	0.275079061112	-1.16975	False	0.950005331538	0.0222739573942	385.34	430.46
c57908	57908	40851.0	40851_57	4.0	45.12	0.0112664191654	0.0112811032294	6986.0	0.10891	-0.91285	0.71108	-0.082604	0.027028	0.148081536255	-0.0105806	6986.0	0.110607768253	-1.70994	False	0.801248405434	0.0962328217625	385.34	430.46
c74416	74416	54461.0	54461_24	4.0	45.12	0.00377429039162	0.00379880265365	6893.0	0.087909	-1.016	0.8273	-0.040668	0.027759	0.0823369756726	0.00995243	6893.0	0.00250580457139	-3.23951	False	0.169967055901	0.769635248191	385.34	430.46
c21613	21613	10238.0	10238_73	4.0	45.12	0.00493938896437	0.00510256445421	7026.0	0.084308	-1.0359	0.84162	-0.030919	0.027931	0.0748839526266	0.00981929	7026.0	0.556605707208	-0.630071	False	0.995928532621	0.00177182523288	385.34	430.46
c34682	34682	21256.0	21256_44	4.0	45.12	0.00448663953416	0.00446123122053	6938.0	0.087309	-1.0193	0.82987	-0.041634	0.027658	0.0809899349788	0.00676112	6938.0	0.548805503875	-0.642568	False	0.995928532621	0.00177182523288	385.34	430.46
c43315	43315	28450.0	28450_15	4.0	45.12	0.00308756374165	0.00307868972627	6865.0	0.080208	-1.0595	0.85661	-0.037874	0.027721	0.0672168599891	0.00476566	6865.0	0.872009283754	0.172666	False	0.997812014992	0.000951270878414	385.34	430.46
c5751	5751	40529.0	40529_76	4.0	45.12	0.00461788150862	0.00457702843615	7040.0	0.084108	-1.037	0.8424	-0.03656	0.027767	0.0744816418226	0.0121407	7040.0	0.642405358508	0.497654	False	0.995928532621	0.00177182523288	385.34	430.46
c16046	16046	5349.0	5349_11	4.0	45.54	0.00421594695782	0.00431910339658	6850.0	0.073907	-1.098	0.87709	-0.015424	0.028114	0.0569558405018	0.031104	6850.0	0.435801223137	-0.835217	False	0.99017039661	0.0042900620291	385.34	430.88
c77181	77181	56695.0	56695_76	4.0	45.54	0.00747538760921	0.00767120187317	7042.0	0.069907	-1.124	0.88481	0.013751	0.029026	0.0531499776756	0.0468595	7042.0	0.841633633181	0.21414	False	0.997411764692	0.00112551348807	385.34	430.88
c42720	42720	27955.0	27955_16	4.0	45.54	0.00436551996375	0.00485088384414	6870.0	0.092409	-0.99217	0.80749	0.050265	0.030502	0.09286284729	0.070653	6870.0	0.425574967923	-0.853955	False	0.989668322549	0.00451033047487	385.34	430.88
c54649	54649	38089.0	38089_61	4.0	45.54	0.00429540795826	0.00441052847796	7000.0	0.073607	-1.0999	0.87787	-0.02098	0.028004	0.0565697921381	0.0160646	7000.0	0.953354596701	-0.0626916	False	0.997931050083	0.000899464326885	385.34	430.88
c17866	17866	6945.0	6945_29	4.0	45.54	0.00506828013523	0.0051291521471	6899.0	0.074007	-1.0973	0.87678	0.011736	0.028961	0.0571093653249	0.0337541	6899.0	0.730551271807	-0.369102	False	0.997092304798	0.0012646354609	385.34	430.88
c59495	59495	42208.0	42208_52	4.0	46.04	0.00488875260298	0.00536280655776	6965.0	0.12661	-0.83873	0.57628	0.10148	0.033122	0.2393664525	0.0750613	6965.0	0.377591318515	-0.94565	False	0.979464824842	0.00901115604612	385.34	431.38
c22396	22396	10900.0	10900_82	4.0	46.04	0.00291610887145	0.00296857868699	7063.0	0.068807	-1.1314	0.88608	-0.010419	0.028259	0.0525270659345	0.0236928	7063.0	0.0752246016818	-1.90674	False	0.720795854909	0.142187719525	385.34	431.38
c10822	10822	742.0	742_69	4.0	46.54	0.00406376883626	0.00400113747709	7019.0	0.085209	-1.0308	0.83837	-0.045235	0.02756	0.0765642707558	-0.00186435	7019.0	0.335001823974	-1.03326	False	0.976586299802	0.0102893725791	385.34	431.88
c11667	11667	1475.0	1475_68	4.0	46.54	0.00342436559597	0.00372449024174	7016.0	0.11241	-0.8974	0.684	0.07231	0.03191	0.16494389828	0.0665144	7016.0	0.294055470032	-1.12455	False	0.955695279155	0.0196805592692	385.34	431.88
c169	169	6180.0	6180_81	4.0	48.07	0.00206745833454	0.00203911450763	7060.0	0.086409	-1.0242	0.83358	-0.050439	0.027453	0.0790527139028	-0.00903529	7060.0	0.837433238699	-0.219899	False	0.997092304798	0.0012646354609	385.34	433.41
c64855	64855	46681.0	46681_40	4.0	48.07	0.0181788494167	0.0180737021357	6930.0	0.11371	-0.89177	0.67647	-0.099114	0.026683	0.169751458672	-0.0188688	6930.0	0.535632065743	-0.663875	False	0.995928532621	0.00177182523288	385.34	433.41
c1534	1534	4731.0	4731_34	4.0	48.07	0.00659927227311	0.00678110657816	6910.0	0.081308	-1.053	0.85299	-0.025284	0.028087	0.0690560602396	0.0129179	6910.0	0.84186278355	0.213826	False	0.997411764692	0.00112551348807	385.34	433.41
c57948	57948	40887.0	40887_60	4.0	48.07	0.00551075563613	0.0056518008051	6997.0	0.093209	-0.98805	0.80417	-0.064912	0.027218	0.0946521325232	-0.00846435	6997.0	0.910693090229	-0.120212	False	0.997931050083	0.000899464326885	385.34	433.41
c72043	72043	52537.0	52537_37	4.0	48.07	0.00646979319443	0.00641692215865	6920.0	0.071707	-1.1121	0.882	-0.018048	0.028082	0.0545314148682	-0.00314216	6920.0	0.229096814292	-1.28898	False	0.918090303947	0.0371145992159	385.34	433.41
c66785	66785	48270.0	48270_17	4.0	49.98	0.00539959964908	0.00533134938622	6873.0	0.10391	-0.93569	0.74524	-0.076597	0.02707	0.127703842835	-0.00847285	6873.0	0.239474256284	-1.2607	False	0.932797427376	0.0302126603531	385.34	435.32
c55256	55256	38612.0	38612_59	4.0	49.98	0.00530214748275	0.00525613284353	6991.0	0.076208	-1.0836	0.87108	-0.029616	0.027864	0.0599419575491	0.00167496	6991.0	0.766868558539	0.317745	False	0.997092304798	0.0012646354609	385.34	435.32
c58754	58754	41595.0	41595_12	4.0	49.98	0.00222117895333	0.0023519066961	6859.0	0.073607	-1.0999	0.87787	-0.015865	0.02822	0.0565697921381	0.0194858	6859.0	0.542612227177	0.652553	False	0.995928532621	0.00177182523288	385.34	435.32
c81380	81380	60238.0	60238_19	4.0	49.98	0.00495793338698	0.00537370691205	6877.0	0.066707	-1.1458	0.8879	0.010166	0.028806	0.0516359440116	0.0478444	6877.0	0.508664895013	-0.708338	False	0.995928532621	0.00177182523288	385.34	435.32
c68499	68499	49692.0	49692_12	4.0	49.98	0.0108512544819	0.0106539899142	6860.0	0.10641	-0.92415	0.72993	-0.082801	0.02697	0.136718786553	-0.0120928	6860.0	0.837596529978	0.219675	False	0.997092304798	0.0012646354609	385.34	435.32
c49140	49140	33415.0	33415_39	4.0	51.9	0.00543903090404	0.00536989577509	6924.0	0.10261	-0.94179	0.75356	-0.074982	0.027062	0.122882162551	-0.0192631	6924.0	0.81004359808	0.257616	False	0.997092304798	0.0012646354609	385.34	437.24
c63656	63656	45709.0	45709_79	4.0	51.9	0.00444849110458	0.00470266527568	7054.0	0.073907	-1.098	0.87709	0.014122	0.029052	0.0569558405018	0.0376049	7054.0	0.811881950909	0.255075	False	0.997092304798	0.0012646354609	385.34	437.24
c12957	12957	2613.0	2613_16	4.0	52.75	0.00972363182161	0.0100235784595	6867.0	0.066007	-1.1508	0.8884	-0.010916	0.028209	0.0513914501236	0.0233154	6867.0	0.998341478732	0.00222779	False	0.999997234972	1.20083805599e-06	385.34	438.09
c67958	67958	49233.0	49233_22	4.0	53.59	0.00386079228483	0.00399257131011	6885.0	0.072007	-1.1102	0.8814	-0.025866	0.027889	0.0548269538261	0.0159609	6885.0	0.655965223553	-0.477454	False	0.995928532621	0.00177182523288	385.34	438.93
c13302	13302	2921.0	2921_52	4.0	53.59	0.00297711275216	0.00294836940387	6964.0	0.09781	-0.96492	0.78154	-0.06803	0.027197	0.107048789449	-0.011856	6964.0	0.746039454247	-0.347103	False	0.997092304798	0.0012646354609	385.34	438.93
c44834	44834	29746.0	29746_60	4.0	53.59	0.0056856766453	0.0057757389503	6995.0	0.080508	-1.0577	0.85557	-0.032667	0.027783	0.0677444520842	0.00401493	6995.0	0.214691967616	1.32979	False	0.910318031555	0.0408068546904	385.34	438.93
c73150	73150	53444.0	53444_54	4.0	53.59	0.00938640006803	0.00950299576653	6972.0	0.084408	-1.0353	0.84116	-0.044184	0.027564	0.0751213876646	-0.00343017	6972.0	0.520518624059	0.688648	False	0.995928532621	0.00177182523288	385.34	438.93
c4960	4960	33835.0	33835_54	4.0	53.59	0.00553864055096	0.0059667078082	6971.0	0.075508	-1.0879	0.87304	-0.021575	0.028048	0.058965857805	0.0167776	6971.0	0.421848109542	-0.860849	False	0.989668322549	0.00451033047487	385.34	438.93
c31500	31500	18577.0	18577_70	4.0	53.59	0.00222247469982	0.00235364334044	7022.0	0.13821	-0.79485	0.51281	0.11531	0.034156	0.290043514491	0.052235	7022.0	0.964638025647	0.0475151	False	0.997931050083	0.000899464326885	385.34	438.93
c72911	72911	53254.0	53254_30	4.0	53.59	0.00432384797056	0.00445396519533	6903.0	0.073707	-1.0992	0.87762	-0.025229	0.027923	0.0566934882243	0.0257653	6903.0	0.885446543205	-0.154405	False	0.997931050083	0.000899464326885	385.34	438.93
c48139	48139	32580.0	32580_57	4.0	53.59	0.00958150833202	0.0107748467653	6985.0	0.10761	-0.9187	0.72099	0.0685	0.031542	0.142070758824	0.0675043	6985.0	0.749664127263	-0.341976	False	0.997092304798	0.0012646354609	385.34	438.93
c19020	19020	7961.0	7961_13	4.0	53.59	0.00424685630405	0.0041675410585	6862.0	0.10361	-0.93709	0.74702	-0.078115	0.027018	0.126667770643	-0.0128178	6862.0	0.650548169215	0.485503	False	0.995928532621	0.00177182523288	385.34	438.93
c15901	15901	5222.0	5222_47	4.0	53.59	0.0107051711079	0.011549357508	6949.0	0.19482	-0.61626	0.37455	0.19404	0.038136	0.426490198593	0.0897824	6949.0	0.502705896729	0.718327	False	0.995928532621	0.00177182523288	385.34	438.93
c66262	66262	47864.0	47864_64	4.0	53.59	0.00183885992997	0.00200250800346	7009.0	0.25003	-0.47706	0.31604	0.28423	0.043863	0.500257946876	0.0714752	7009.0	0.367562797541	-0.965697	False	0.977007116794	0.0101022727469	385.34	438.93
c31140	31140	18277.0	18277_11	4.0	53.59	0.00414662964314	0.00416574880657	6851.0	0.092509	-0.99166	0.80709	-0.060679	0.027333	0.0930780336497	-0.00163046	6851.0	0.198872845026	1.37695	False	0.900802144819	0.0453705884318	385.34	438.93
c66992	66992	48437.0	48437_81	4.0	53.59	0.00264102696193	0.00291693168562	7062.0	0.13111	-0.82132	0.54461	0.099913	0.033291	0.26391438851	0.0974326	7062.0	0.693411568444	-0.422515	False	0.997092304798	0.0012646354609	385.34	438.93
c19320	19320	8211.0	8211_38	4.0	57.78	0.00525939379302	0.00521455893397	6921.0	0.080408	-1.0583	0.85591	-0.036129	0.027691	0.0675718995265	0.00240382	6921.0	0.236605337744	1.26843	False	0.92898181608	0.0319927868171	385.34	443.12
c34288	34288	20933.0	20933_36	4.0	58.29	0.00517998564851	0.00529106330513	6918.0	0.078908	-1.0672	0.86174	-0.021849	0.02806	0.0646237476299	0.0175212	6918.0	0.509664743964	-0.706668	False	0.995928532621	0.00177182523288	385.34	443.63
c40546	40546	26113.0	26113_23	4.0	58.29	0.00511344422368	0.0053396922246	6887.0	0.083108	-1.0427	0.84602	-0.019227	0.028205	0.0726193700733	0.025959	6887.0	0.613621802244	0.541137	False	0.995928532621	0.00177182523288	385.34	443.63
c77473	77473	56936.0	56936_73	4.0	59.23	0.0043157220993	0.00438583915012	7031.0	0.073807	-1.0986	0.87735	-0.0089103	0.028376	0.056827119581	0.0257536	7031.0	0.665806805257	-0.462899	False	0.995928532621	0.00177182523288	385.34	444.57
c3421	3421	20872.0	20872_80	4.0	59.23	0.00176943442641	0.00179502477535	7058.0	0.078308	-1.0708	0.86385	-0.026249	0.027922	0.0635616624144	0.0102463	7058.0	0.275341781367	-1.16911	False	0.950005331538	0.0222739573942	385.34	444.57
c64527	64527	46437.0	46437_18	4.0	68.16	0.009266128161	0.00977544412496	6875.0	0.12961	-0.82706	0.55689	0.097186	0.032739	0.254230580609	0.0688601	6875.0	0.87952164107	-0.162451	False	0.997931050083	0.000899464326885	385.34	453.5
c50033	50033	34188.0	34188_10	4.0	68.16	0.00448049278268	0.00451239405839	6849.0	0.065907	-1.1515	0.88846	-0.014246	0.028079	0.0513621201044	0.021211	6849.0	0.348949854938	1.00383	False	0.976586299802	0.0102893725791	385.34	453.5
c6793	6793	49217.0	49217_73	4.0	68.16	0.00235680970991	0.00238645184055	7029.0	0.069107	-1.1294	0.88573	-0.011102	0.028272	0.0526986453597	0.0188796	7029.0	0.085778613796	1.84137	False	0.749597527687	0.125171854502	385.34	453.5
c49643	49643	33868.0	33868_8	4.0	68.16	0.00489028380096	0.00534810554416	6841.0	0.072307	-1.1082	0.88079	0.019332	0.029272	0.0551276247464	0.0505278	6841.0	0.819574210051	0.244458	False	0.997092304798	0.0012646354609	385.34	453.5
c62617	62617	44836.0	44836_61	4.0	68.16	0.00536246080093	0.00545794497911	7002.0	0.061406	-1.1843	0.89016	-0.0080486	0.028209	0.0505319249598	0.0311227	7002.0	0.511500668823	-0.703606	False	0.995928532621	0.00177182523288	385.34	453.5
c53758	53758	37341.0	37341_8	4.0	73.23	0.00707089085151	0.0070952087428	6843.0	0.065607	-1.1536	0.88868	-0.011628	0.028139	0.0512545936445	0.00857751	6843.0	0.115541906635	-1.68668	False	0.80483376425	0.0942938124574	385.34	458.57
c864	864	64732.0	64732_92	4.0	73.23	0.00405590135523	0.00416604895922	7092.0	0.090109	-1.0042	0.81778	0.036239	0.030025	0.0873635149554	0.040901	7092.0	0.328743999918	1.04672	False	0.976586299802	0.0102893725791	385.34	458.57
c67956	67956	49231.0	49231_9	4.0	73.23	0.00388089041448	0.00388452693478	6848.0	0.086509	-1.0236	0.8332	-0.050723	0.02745	0.0792507387243	-0.00388299	6848.0	0.524112629879	0.682724	False	0.995928532621	0.00177182523288	385.34	458.57
c48311	48311	32731.0	32731_28	4.0	82.47	0.0158307985118	0.0164602132529	6898.0	0.074207	-1.0961	0.87623	-0.0059134	0.028468	0.0573818817086	0.018601	6898.0	0.834923520883	0.223343	False	0.997092304798	0.0012646354609	385.34	467.81
c29531	29531	16911.0	16911_88	4.0	83.06	0.00895977203586	0.00906916830539	7079.0	0.071207	-1.1154	0.88285	-0.023197	0.028002	0.0541130786491	0.00936243	7079.0	0.0715631857275	-1.93117	False	0.708677513291	0.149551347412	385.34	468.4
c69741	69741	50683.0	50683_92	4.0	89.85	0.00522653990117	0.0053181149879	7091.0	0.079908	-1.0612	0.8579	0.007493	0.028965	0.0665633321737	0.0386564	7091.0	0.738314823712	-0.358056	False	0.997092304798	0.0012646354609	385.34	475.19
c47439	47439	31984.0	31984_92	4.0	90.63	0.00453827037297	0.00476285423301	7089.0	0.077008	-1.0787	0.86859	0.018137	0.029264	0.061185174939	0.0498646	7089.0	0.769900427075	-0.313492	False	0.997092304798	0.0012646354609	385.34	475.97
c46548	46548	31212.0	31212_19	4.0	90.63	0.00344705895992	0.00360343158936	6876.0	0.080708	-1.0565	0.85489	0.03089	0.029695	0.0680897630102	0.0576627	6876.0	0.991762885343	-0.0110646	False	0.999906730393	4.05083647578e-05	385.34	475.97
c6036	6036	42954.0	42954_64	4.0	90.63	0.00469186832968	0.00481172664247	7008.0	0.065107	-1.1571	0.88897	-0.016142	0.028044	0.0511128948839	0.011683	7008.0	0.971578358002	0.0381851	False	0.997931050083	0.000899464326885	385.34	475.97
c52447	52447	36217.0	36217_74	4.0	90.63	0.0037028746476	0.00380461528941	7032.0	0.081808	-1.0501	0.85118	-0.037889	0.027743	0.0699785894565	0.00795296	7032.0	0.896684782345	0.139167	False	0.997931050083	0.000899464326885	385.34	475.97
c58953	58953	41761.0	41761_87	4.0	93.43	0.0049028087557	0.00531377603452	7076.0	0.090909	-1.0	0.81419	0.052539	0.030466	0.0892742359919	0.0746469	7076.0	0.0124472165149	-2.67852	False	0.353630075924	0.451450805727	385.34	478.77
c40567	40567	26133.0	26133_87	4.0	93.91	0.00469588572883	0.0052506980064	7075.0	0.992	2.0934	0.0011094	1.3575	0.10514	2.95491183846	0.137707	7075.0	0.223021890531	-1.30596	False	0.914131709322	0.0389912260267	385.34	479.25
c73452	73452	53697.0	53697_14	4.0	93.91	0.00808991635366	0.00857664295252	6864.0	0.066607	-1.1465	0.88798	0.0029736	0.028601	0.0515968157388	0.060878	6864.0	0.424647680651	0.855667	False	0.989668322549	0.00451033047487	385.34	479.25
c60395	60395	42976.0	42976_43	4.0	93.91	0.00277400322995	0.00292837472145	6934.0	0.15832	-0.72562	0.44289	0.13637	0.035247	0.353704125527	0.0849455	6934.0	0.447948141515	0.813286	False	0.992567835211	0.0032398024984	385.34	479.25
c48351	48351	32759.0	32759_15	4.0	94.75	0.00849787772844	0.00918451423963	6866.0	0.47665	-0.040597	0.15926	0.56947	0.058015	0.79789328861	0.0971899	6866.0	0.978100968628	0.0294193	False	0.997931050083	0.000899464326885	385.34	480.09
c16289	16289	5558.0	5558_20	4.0	94.75	0.00274612314005	0.00298809637238	6878.0	0.19802	-0.60746	0.37065	0.19653	0.038373	0.431035995542	0.0630291	6878.0	0.809612557592	0.258212	False	0.997092304798	0.0012646354609	385.34	480.09
c75751	75751	55551.0	55551_87	4.0	94.75	0.00226275856823	0.00242428059251	7078.0	0.069107	-1.1294	0.88573	0.0038443	0.02876	0.0526986453597	0.0591426	7078.0	0.300181085031	-1.11038	False	0.957691591183	0.0187743257981	385.34	480.09
c48924	48924	33227.0	33227_45	4.0	94.75	0.00415183081122	0.00420571786946	6940.0	0.065207	-1.1564	0.8889	0.00429	0.028606	0.0511470938003	0.015949	6940.0	0.525569244311	-0.680329	False	0.995928532621	0.00177182523288	385.34	480.09
c14742	14742	4181.0	4181_12	4.0	94.75	0.00372295100822	0.00402970860405	6855.0	0.15062	-0.75124	0.46393	0.13768	0.03531	0.333547542952	0.0800909	6855.0	0.745201069347	0.34829	False	0.997092304798	0.0012646354609	385.34	480.09
c49103	49103	33383.0	33383_9	4.0	94.75	0.00352486299817	0.00377373279123	6845.0	0.074007	-1.0973	0.87678	-0.001847	0.028555	0.0571093653249	0.0260026	6845.0	0.167174246894	1.48045	False	0.876978432576	0.0570110870539	385.34	480.09
c3560	3560	22046.0	22046_38	4.0	95.17	0.00390307823735	0.00448393440131	6922.0	0.072407	-1.1076	0.88052	-0.030954	0.027753	0.0552607750846	0.059914	6922.0	0.657244575375	0.475557	False	0.995928532621	0.00177182523288	385.34	480.51
c70358	70358	51169.0	51169_55	4.0	95.17	0.00141680274799	0.0016147482166	6979.0	0.092709	-0.99062	0.80627	-0.054903	0.027453	0.0935194992938	0.0759618	6979.0	0.751728148221	-0.33906	False	0.997092304798	0.0012646354609	385.34	480.51
c60947	60947	43435.0	43435_43	4.0	95.17	0.00473870473072	0.00472901334689	6935.0	0.069707	-1.1253	0.88509	-0.018334	0.028102	0.0530125660072	0.010233	6935.0	0.67764724258	0.4455	False	0.997092304798	0.0012646354609	385.34	480.51
c54592	54592	38045.0	38045_82	4.0	95.17	0.00424991139469	0.00438225540897	7066.0	0.081408	-1.0525	0.85258	0.023975	0.029516	0.0692648593402	0.0433453	7066.0	0.002827488467	3.20013	False	0.183543234801	0.736261618475	385.34	480.51
c56361	56361	39544.0	39544_79	4.0	95.17	0.00414646172131	0.00427447871468	7053.0	0.082608	-1.0455	0.84804	0.023591	0.029652	0.0715836626377	0.0425807	7053.0	0.330739504851	-1.04241	False	0.976586299802	0.0102893725791	385.34	480.51
c70089	70089	50949.0	50949_62	4.0	95.59	0.00527997835634	0.00528384029286	7005.0	0.075208	-1.0898	0.87376	-0.021392	0.028051	0.0586078408085	0.00870582	7005.0	0.132562148586	1.61199	False	0.833115402707	0.0792948361833	385.34	480.93
c78061	78061	57432.0	57432_16	4.0	96.96	0.00112148030344	0.00114504047426	6871.0	0.088509	-1.0128	0.82492	-0.039992	0.027779	0.0835881668964	0.0038272	6871.0	0.19875871663	-1.3773	False	0.900802144819	0.0453705884318	385.34	482.3
c7644	7644	56100.0	56100_63	4.0	101.21	0.00509470617688	0.00530564687217	7007.0	0.083508	-1.0404	0.84465	0.040916	0.030129	0.0733232136033	0.0650167	7007.0	0.944229980393	-0.0749735	False	0.997931050083	0.000899464326885	385.34	486.55
c62264	62264	44545.0	44545_65	4.0	101.21	0.00712579257125	0.00715449008288	7013.0	0.087309	-1.0193	0.82987	-0.042926	0.027628	0.0809899349788	0.00555187	7013.0	0.983061308054	-0.0227544	False	0.998457980632	0.000670207371573	385.34	486.55
c65963	65963	47610.0	47610_22	4.0	102.26	0.00457499147972	0.00466798018957	6884.0	0.069607	-1.126	0.88524	0.0086485	0.028848	0.052938970494	0.0331705	6884.0	0.751694866263	-0.339107	False	0.997092304798	0.0012646354609	385.34	487.6
c1570	1570	5052.0	5052_48	4.0	102.26	0.00514319805943	0.00532678643751	6952.0	0.079608	-1.063	0.85903	0.025828	0.029538	0.0659916689895	0.0422708	6952.0	0.155347918533	1.52284	False	0.861045526101	0.0649738854663	385.34	487.6
c41237	41237	26695.0	26695_47	4.0	102.26	0.00225263150507	0.0022539593844	6951.0	0.10521	-0.92966	0.73789	-0.078319	0.027028	0.132008375242	-0.0186255	6951.0	0.582475388553	0.589218	False	0.995928532621	0.00177182523288	385.34	487.6
c57762	57762	40733.0	40733_43	4.0	103.32	0.00353602530388	0.00358498375416	6933.0	0.070407	-1.1207	0.88408	-0.0065478	0.028369	0.0535084340972	0.0200483	6933.0	0.827232255979	-0.233912	False	0.997092304798	0.0012646354609	385.34	488.66
c53316	53316	36965.0	36965_8	4.0	103.32	0.00679360386682	0.00694763889454	6842.0	0.073507	-1.1005	0.87805	-0.0043687	0.028479	0.0564807527661	0.0193337	6842.0	0.969262416972	0.0412981	False	0.997931050083	0.000899464326885	385.34	488.66
c60646	60646	43179.0	43179_52	4.0	103.32	0.00402495750802	0.00412980483155	6966.0	0.081108	-1.0542	0.85374	-0.041809	0.027592	0.0686743702448	-0.00091776	6966.0	0.42571535549	-0.853696	False	0.989668322549	0.00451033047487	385.34	488.66
c49753	49753	33959.0	33959_40	4.0	105.01	0.00494162949146	0.00536484478164	6928.0	0.084008	-1.0376	0.84271	0.0444	0.030193	0.0743218525021	0.0723646	6928.0	0.850622670331	-0.201836	False	0.997812014992	0.000951270878414	385.34	490.35
c72833	72833	53186.0	53186_69	4.0	105.01	0.00682461183841	0.00717897313317	7021.0	0.25013	-0.47683	0.31515	0.26775	0.041985	0.501482688538	0.0846164	7021.0	0.461286218063	0.78959	False	0.995928532621	0.00177182523288	385.34	490.35
c22986	22986	11402.0	11402_6	4.0	105.01	0.00512977266032	0.00536206341469	6834.0	0.090309	-1.0032	0.8168	0.042815	0.030241	0.0878842709211	0.0600601	6834.0	0.78656247166	-0.290205	False	0.997092304798	0.0012646354609	385.34	490.35
c23299	23299	11659.0	11659_87	4.0	105.01	0.0119916344106	0.012245122321	7074.0	0.080408	-1.0583	0.85591	0.036259	0.029885	0.0675718995265	0.0477276	7074.0	0.167530104872	-1.47921	False	0.876978432576	0.0570110870539	385.34	490.35
c57501	57501	40513.0	40513_89	4.0	105.01	0.00452147995413	0.00462576949995	7080.0	0.067707	-1.1389	0.88714	0.0088229	0.028791	0.0520078385339	0.026265	7080.0	0.0381215095759	-2.22232	False	0.569442335807	0.244550247896	385.34	490.35
c36383	36383	22688.0	22688_71	4.0	105.01	0.00505832207425	0.00501610352421	7024.0	0.085909	-1.027	0.83563	-0.041528	0.027702	0.077985976781	0.00528821	7024.0	0.0309041636862	2.31316	False	0.518512483823	0.285240782978	385.34	490.35
c65964	65964	47611.0	47611_60	4.0	105.49	0.00492686773693	0.00538337062743	6998.0	0.12801	-0.83326	0.56538	0.092672	0.032466	0.247659558498	0.0999028	6998.0	0.95290920588	-0.0632909	False	0.997931050083	0.000899464326885	385.34	490.83
